week_start,total_reviews,num_products_reviewed,max_single_product_reviews,mean_reviews,std_reviews,gini_coefficient,week_on_week_change,spike_from_mean,anomaly_flag,anomaly_score
2020-01-06,92,78,3,0.013973268529769137,0.13541529468574184,0.989675233768292,0.0,0.0,-1,-0.09022657707079795
2020-01-13,246,174,9,0.037363304981773995,0.2791037899455608,0.9798069229173458,167.39130434782606,45.562130177514796,-1,-0.10416637478925461
2020-01-20,245,158,9,0.03721142162818955,0.29985139914271,0.9828396607731793,-0.40650406504064707,26.07204116638078,-1,-0.00951865076225844
2020-01-27,269,162,12,0.040856622114216284,0.34377994806116396,0.9832188656063816,9.795918367346946,26.291079812206576,1,0.010643403350429681
2020-02-03,285,171,13,0.04328675577156744,0.351784857756711,0.9821475773272793,5.947955390334569,9.090909090909092,1,0.03770947171388084
2020-02-10,278,173,8,0.04222357229647631,0.3147741503766485,0.9812954011031758,-2.4561403508771895,3.2497678737233056,1,0.04660846275597452
2020-02-17,294,196,9,0.04465370595382746,0.3206574142961497,0.9783643712649094,5.755395683453246,4.440497335701599,1,0.04097125491739284
2020-02-24,301,189,12,0.04571688942891859,0.3387118094337725,0.9796955672262971,2.3809523809523725,3.9723661485319512,1,0.04122594438634475
2020-03-02,280,175,8,0.0425273390036452,0.31713732291508656,0.9811870768963722,-6.976744186046513,-2.8620988725065044,1,0.04313777829272247
2020-03-09,442,229,16,0.06713244228432563,0.4967351191509966,0.977982411770204,57.857142857142854,34.24449506454062,1,0.009774199764439162
2020-03-16,269,175,9,0.040856622114216284,0.3246914118590536,0.9812201032580955,-39.14027149321267,-16.718266253869967,-1,-0.033197492001443285
2020-03-23,409,223,18,0.06212029161603888,0.46860946991313973,0.9784373913792642,52.0446096654275,16.857142857142858,1,0.012518333247964142
2020-03-30,699,317,31,0.10616646415552855,0.776260803932286,0.9725325799571337,70.90464547677261,53.7108301264431,-1,-0.007511719993707033
2020-04-06,709,302,35,0.10768529769137303,0.8022309698139152,0.9742425969182889,1.4306151645207432,35.95397890699904,1,0.05952565438145524
2020-04-13,676,312,19,0.10267314702308628,0.6800685501959178,0.9720476212730161,-4.654442877291965,8.463698355395106,1,0.13537280275025565
2020-04-20,622,313,20,0.09447144592952612,0.6379604874665515,0.9709785585634862,-7.988165680473369,-8.056171470805618,1,0.12266856917180696
2020-04-27,734,318,31,0.1114823815309842,0.831201865606579,0.9730289099824196,18.0064308681672,7.114191900766144,1,0.12004656841319322
2020-05-04,776,324,23,0.11786148238153099,0.8494924800999183,0.9731154720597261,5.722070844686655,10.541310541310542,1,0.14371373000617715
2020-05-11,851,325,24,0.1292527339003645,0.9194346950745764,0.9738312656256024,9.664948453608257,14.113308749580957,1,0.11886959662796276
2020-05-18,791,331,19,0.12013973268529769,0.7884138863837543,0.9718654808884274,-7.050528789659227,0.3807106598984772,1,0.15832617657510895
2020-05-25,601,300,13,0.09128189550425274,0.5791636996893147,0.9717342804519806,-24.020227560050568,-20.370983769460086,1,0.05518864433759246
2020-06-01,637,304,15,0.09674969623329283,0.6469609535289338,0.9727051069048986,5.990016638935103,-11.527777777777779,1,0.10496477612036281
2020-06-08,773,350,23,0.11740583232077764,0.7874765335186057,0.9701379250179588,21.350078492935644,10.34975017844397,1,0.14934046265313894
2020-06-15,778,365,17,0.11816524908869988,0.7182509766599955,0.9672771414381518,0.6468305304010435,11.58121190390821,1,0.15771720020633967
2020-06-22,710,362,18,0.10783718104495747,0.6295951359087594,0.9653081306795818,-8.740359897172233,-2.001380262249828,1,0.14379470348809953
2020-06-29,720,350,23,0.10935601458080195,0.6613460913276238,0.9674796645065479,1.4084507042253502,-3.3881247903388125,1,0.1533474070723599
2020-07-06,883,396,17,0.13411300121506683,0.7681747148371437,0.9646497084802858,22.638888888888896,14.26722743448722,1,0.1468644209160686
2020-07-13,681,351,14,0.1034325637910085,0.6256168062653721,0.967317423273258,-22.876557191392976,-9.01803607214429,1,0.11573570146440898
2020-07-20,805,354,33,0.12226609963547995,0.804681708661764,0.968661652943707,18.208516886930994,4.2408546455163485,1,0.12128434003230454
2020-07-27,787,380,23,0.1195321992709599,0.723609380884583,0.9651314804207497,-2.2360248447204967,-0.25348542458808615,1,0.16029532287940967
2020-08-03,733,349,25,0.11133049817739976,0.7150000605326866,0.9684441094123751,-6.861499364675982,-2.4617431803060548,1,0.1542668475959899
2020-08-10,812,390,19,0.12332928311057108,0.7028356252816189,0.9640043933943461,10.777626193724421,3.5384124960153014,1,0.1616398542386968
2020-08-17,654,327,16,0.09933171324422843,0.6462169865233469,0.9700232423333742,-19.458128078817737,-12.391158740790354,1,0.1105216190476469
2020-08-24,682,325,20,0.10358444714459296,0.683050965712075,0.9704366401442401,4.281345565749239,-5.310656022214509,1,0.152346488210387
2020-08-31,778,377,26,0.11816524908869988,0.779899719363491,0.9664845367909117,14.07624633431086,6.3568010936432,1,0.1491448226864046
2020-09-07,941,410,18,0.14292223572296475,0.8323285408823221,0.9649640128453612,20.95115681233932,23.20785597381342,1,0.12520415133333834
2020-09-14,942,442,20,0.1430741190765492,0.7711988788531311,0.9597786437171242,0.10626992561104665,12.713131917439426,1,0.16691400328818395
2020-09-21,959,434,21,0.14565613608748482,0.8302092627429039,0.9611541297701509,1.8046709129511784,5.966850828729282,1,0.16963822440712295
2020-09-28,1005,448,21,0.15264277035236937,0.8664063041740186,0.9606477031609872,4.796663190823769,4.4970106576553155,1,0.1656740671904921
2020-10-05,1148,476,23,0.1743620899149453,0.974833897268561,0.9594609040605248,14.22885572139303,13.27084361124815,1,0.15434279728788858
2020-10-12,1046,468,31,0.1588699878493317,0.8761894970509858,0.9582927730241224,-8.885017421602793,0.6253006253006254,1,0.13687163680173753
2020-10-19,1020,491,20,0.15492102065613608,0.7765729563760421,0.9543507135539514,-2.48565965583174,-3.2946195780990757,1,0.1728764784701533
2020-10-26,799,382,20,0.12135479951397327,0.7150683376492626,0.9648514546585419,-21.666666666666668,-20.35883379018191,1,0.10430746735614105
2020-11-02,906,430,18,0.1376063183475091,0.778658123099325,0.9607721843575568,13.39173967459324,-3.8981702466189336,1,0.16283327539352693
2020-11-09,898,427,36,0.13639125151883352,0.9031415671330097,0.9623532245275718,-0.8830022075055233,-0.8556444935136628,1,0.1235923959409192
2020-11-16,961,434,55,0.1459599027946537,1.0970478478475834,0.9638146207562748,7.015590200445443,7.856341189674524,1,0.06473752835895596
2020-11-23,921,430,48,0.13988456865127583,0.9959790275622223,0.9628462973443995,-4.162330905306977,-0.05425935973955508,1,0.08243124572458005
2020-11-30,1175,469,41,0.1784629404617254,1.2857854099558488,0.9638366381427574,27.5787187839305,18.83691529709229,1,0.04937754279537726
2020-12-07,1273,481,54,0.19334750911300122,1.296934807074773,0.9613969307392818,8.340425531914896,17.598152424942263,1,0.03674790974920261
2020-12-14,1172,499,52,0.17800729040097205,1.1278162687355657,0.957376502763966,-7.934014139827184,3.2371724289804007,1,0.07948416816496096
2020-12-21,1215,517,29,0.18453827460510328,0.9984635010646828,0.9556529359114752,3.668941979522189,0.5170630816959669,1,0.15738966389234899
2020-12-28,1221,515,23,0.18544957472660997,0.985892134472143,0.9560907837031773,0.49382716049382047,0.06146281499692685,1,0.1754960729059748
2021-01-04,1310,551,21,0.19896719319562575,0.9839477984509734,0.952497379722297,7.289107289107299,6.547376982513217,1,0.17581630932346526
2021-01-11,1409,583,23,0.21400364520048604,0.9936352870581592,0.9490552618257737,7.557251908396956,9.33074684772066,1,0.17092393528498123
2021-01-18,1431,579,25,0.21734507897934385,1.0876782989590796,0.9509866792673597,1.5613910574875822,6.572332898901507,1,0.138946680884311
2021-01-25,1620,613,39,0.24605103280680438,1.306999660613627,0.9508715479351364,13.207547169811317,12.305025996533796,1,0.08085303803422367
2021-02-01,1425,580,47,0.21643377885783718,1.2000672081746249,0.9521260471957537,-12.037037037037035,-3.143585386576041,1,0.08750794806876955
2021-02-08,1177,540,38,0.17876670716889428,0.9924974204121991,0.9523420490548391,-17.403508771929822,-16.716787546435523,1,0.12063004849496717
2021-02-15,1172,530,20,0.17800729040097205,0.8821981935419912,0.9526341653569104,-0.4248088360237934,-13.088616981831667,1,0.16531554780289082
2021-02-22,1223,560,18,0.18575334143377886,0.9125372533271057,0.9502683231183602,4.351535836177467,-2.1012607564538723,1,0.18775685780281132
2021-03-01,1342,601,21,0.20382746051032807,0.9734796860092311,0.9467346663455461,9.730171708912504,9.238909238909239,1,0.17524490680335586
2021-03-08,1128,527,17,0.17132442284325639,0.799774581927769,0.9510343148660411,-15.946348733233984,-7.255909558067832,1,0.1609056939534131
2021-03-15,1169,583,29,0.17755164034021872,0.8338722161827349,0.9451508803257918,3.634751773049638,-3.825586178527355,1,0.1654110878146619
2021-03-22,1152,556,22,0.17496962332928312,0.8229610706974152,0.9478133016065884,-1.4542343883661268,-3.819661865998748,1,0.18722889574200274
2021-03-29,1128,558,17,0.17132442284325639,0.7735120129145796,0.9471960286273192,-2.083333333333337,-1.4201441992571553,1,0.18235323747693316
2021-04-05,1218,568,13,0.18499392466585662,0.8403356280432971,0.9478351758854127,7.978723404255317,4.392543389757875,1,0.1765842085306451
2021-04-12,1258,589,19,0.1910692588092345,0.8728729379430937,0.946033840287289,3.284072249589487,5.8031959629941126,1,0.1882343957970944
2021-04-19,1128,560,16,0.17132442284325639,0.8101537438772582,0.9477330062993891,-10.333863275039745,-4.649196956889265,1,0.17035995819184047
2021-04-26,1203,584,17,0.1827156743620899,0.8263466027308498,0.9452882829378558,6.64893617021276,0.10401497815685459,1,0.19281904864140087
2021-05-03,1133,572,19,0.17208383961117862,0.7830062200604018,0.9448137934214802,-5.818786367414797,-4.023718763235918,1,0.18628731459282455
2021-05-10,666,434,8,0.1011543134872418,0.4678045963803445,0.9521936882204197,-41.2180052956752,-35.496368038740925,-1,-0.056333510087721805
2021-05-17,1338,635,16,0.20321992709599027,0.8996506940708611,0.9420557060010498,100.9009009009009,23.317972350230416,1,0.07700245198521516
2021-05-24,1338,648,19,0.20321992709599027,0.8357509680662446,0.9383952944766222,0.0,19.59776536312849,1,0.16774450801509472
2021-05-31,1396,647,21,0.2120291616038882,0.9234737576194826,0.9410577261190626,4.33482810164425,17.855635289151543,1,0.17975877486114977
2021-06-07,1296,662,24,0.1968408262454435,0.8349146837362018,0.9365258839236158,-7.163323782234954,-3.427719821162444,1,0.18589303768596127
2021-06-14,1567,702,30,0.23800121506682867,1.0495872105118471,0.9379985399037406,20.910493827160504,11.988565302840808,1,0.1386664591936541
2021-06-21,2459,857,37,0.3734811664641555,1.6132431677852186,0.9331481620570059,56.924058710912576,46.41262280440607,-1,-0.05065415622852332
2021-06-28,3175,906,61,0.4822296476306197,2.2579352153789385,0.9359268950737173,29.11752745018301,49.46451688831352,-1,-0.13119286822459064
2021-07-05,3192,912,55,0.4848116646415553,2.1746080388215026,0.9339748977547149,0.5354330708661426,22.851919561243143,-1,-0.09431039635888905
2021-07-12,2688,851,79,0.4082624544349939,2.086704456494904,0.9369445634800092,-15.789473684210531,-6.618030224075039,-1,-0.11277051092201373
2021-07-19,2018,798,41,0.30650060753341435,1.3407393181321299,0.9319449679494513,-24.925595238095234,-27.10195972184593,1,0.0016078307074125497
2021-07-26,2299,891,50,0.349179829890644,1.582230602452723,0.9263188681010339,13.92467789890981,-9.816612729234087,1,0.009873243663465758
2021-08-02,2229,769,52,0.33854799513973266,1.7075564791241842,0.9411889802324054,-3.0448020878642845,-3.443794671864847,1,0.0007626671494810333
2021-08-09,1810,698,47,0.27490886998784936,1.3385243430285998,0.9428225465384021,-18.797667115298346,-13.355672570607947,1,0.05586812321474349
2021-08-16,1788,703,35,0.2715674362089915,1.2632068486462125,0.941910733362147,-1.2154696132596676,-11.986217080974649,1,0.1048412350664219
2021-08-23,1716,662,31,0.2606318347509113,1.1895256428447352,0.9438898990843098,-4.026845637583898,-9.001723452207344,1,0.12174288349347079
2021-08-30,1618,693,22,0.2457472660996355,1.0589764392127226,0.9388460169388426,-5.710955710955712,-6.635891517599539,1,0.16059211277068902
2021-09-06,1450,684,14,0.22023086269744835,0.8920688948298796,0.9362393681652491,-10.383189122373304,-11.746804625684723,1,0.1581267558925551
2021-09-13,1414,671,14,0.21476306196840828,0.9030410107231825,0.9378966797912216,-2.4827586206896513,-8.744756373023556,1,0.17391186788184537
2021-09-20,1330,649,17,0.2020048602673147,0.850814189127777,0.9391498186535597,-5.940594059405946,-8.465244322092223,1,0.18190383318418957
2021-09-27,1466,672,19,0.22266099635479952,0.9636866350795746,0.9397016870034264,10.225563909774426,3.604240282685512,1,0.19021633032975854
2021-10-04,1349,662,18,0.2048906439854192,0.8442964384402458,0.9372116017715296,-7.9809004092769475,-2.932182047130779,1,0.19221340548429028
2021-10-11,1180,648,19,0.17922235722964763,0.7172403967949837,0.9346783162056964,-12.527798369162346,-11.36150234741784,1,0.1709860896167279
2021-10-18,1131,643,24,0.17178007290400973,0.7281911167602679,0.9345748018130388,-4.152542372881351,-11.744049941474834,1,0.16157053168231178
2021-10-25,1221,670,17,0.18544957472660997,0.7572191492097518,0.9335277091959959,7.9575596816976235,0.06146281499692685,1,0.18705018140915003
2021-11-01,1317,714,17,0.20003037667071688,0.7843176550984562,0.9290289567862451,7.862407862407861,8.640956898329552,1,0.18524312701105583
2021-11-08,1266,705,13,0.1922843256379101,0.7442695193171198,0.9288921968907342,-3.8724373576309756,2.613981762917933,1,0.1780542525503599
2021-11-15,1316,715,14,0.19987849331713245,0.7672231150968102,0.9289532143872776,3.949447077409163,2.8125,1,0.19031484775510615
2021-11-22,1278,723,36,0.19410692588092346,0.8362815046890262,0.9279569003055731,-2.8875379939209744,-1.2555534093104115,1,0.1579134398234584
