minggu_standar;week_start;anomaly_score;week_on_week_change;spike_from_mean
2020-01-06;2020-01-06;-0.0902265770707979;0.0;0.0
2020-01-13;2020-01-13;-0.1041663747892546;167.39130434782606;45.5621301775148
2020-01-20;2020-01-20;-0.0095186507622584;-0.406504065040647;26.07204116638078
2020-01-27;2020-01-27;0.0106434033504296;9.795918367346946;26.291079812206576
2020-02-03;2020-02-03;0.0377094717138808;5.947955390334569;9.090909090909092
2020-02-10;2020-02-10;0.0466084627559745;-2.456140350877189;3.2497678737233056
2020-02-17;2020-02-17;0.0409712549173928;5.755395683453246;4.440497335701599
2020-02-24;2020-02-24;0.0412259443863447;2.3809523809523725;3.9723661485319512
2020-03-02;2020-03-02;0.0431377782927224;-6.976744186046513;-2.8620988725065044
2020-03-09;2020-03-09;0.0097741997644391;57.85714285714285;34.24449506454062
2020-03-16;2020-03-16;-0.0331974920014432;-39.14027149321267;-16.718266253869967
2020-03-23;2020-03-23;0.0125183332479641;52.0446096654275;16.857142857142858
2020-03-30;2020-03-30;-0.007511719993707;70.90464547677261;53.7108301264431
2020-04-06;2020-04-06;0.0595256543814552;1.4306151645207432;35.95397890699904
2020-04-13;2020-04-13;0.1353728027502556;-4.654442877291965;8.463698355395106
2020-04-20;2020-04-20;0.1226685691718069;-7.988165680473369;-8.056171470805618
2020-04-27;2020-04-27;0.1200465684131932;18.0064308681672;7.114191900766144
2020-05-04;2020-05-04;0.1437137300061771;5.722070844686655;10.541310541310542
2020-05-11;2020-05-11;0.1188695966279627;9.664948453608256;14.113308749580955
2020-05-18;2020-05-18;0.1583261765751089;-7.050528789659227;0.3807106598984772
2020-05-25;2020-05-25;0.0551886443375924;-24.020227560050568;-20.37098376946009
2020-06-01;2020-06-01;0.1049647761203628;5.990016638935103;-11.52777777777778
2020-06-08;2020-06-08;0.1493404626531389;21.350078492935644;10.34975017844397
2020-06-15;2020-06-15;0.1577172002063396;0.6468305304010435;11.58121190390821
2020-06-22;2020-06-22;0.1437947034880995;-8.740359897172233;-2.001380262249828
2020-06-29;2020-06-29;0.1533474070723599;1.4084507042253502;-3.3881247903388125
2020-07-06;2020-07-06;0.1468644209160686;22.638888888888896;14.26722743448722
2020-07-13;2020-07-13;0.1157357014644089;-22.876557191392976;-9.01803607214429
2020-07-20;2020-07-20;0.1212843400323045;18.208516886930997;4.2408546455163485
2020-07-27;2020-07-27;0.1602953228794096;-2.2360248447204967;-0.2534854245880861
2020-08-03;2020-08-03;0.1542668475959899;-6.861499364675982;-2.4617431803060548
2020-08-10;2020-08-10;0.1616398542386968;10.77762619372442;3.5384124960153014
